period,since,until,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,effective_status,creative_id,video_id,ig_media_id,conversion_domain,spend_zar,impressions,reach,frequency,cpm_zar,outbound_clicks,outbound_ctr_pct,cost_per_outbound_click_zar,landing_page_views,lpv_per_outbound_click,add_to_cart,atc_per_lpv,initiate_checkout,ic_per_atc,website_purchases,purchase_per_ic,purchase_per_lpv,purchase_value_zar,cpa_zar,attributed_roas,video_plays,thruplays,p25,p50,p75,p95,p100,avg_play_time_s,thruplay_per_play,p25_per_play,p100_per_play,outbound_click_per_play,saves,comments,reactions,ig_follows,source
P28,2026-07-12,2026-08-08,120247752793360393,PASTRY_TEST_W6_29_NIACINAMIDE_BODY_MIST_18016696415654230,120247751723950393,PASTRY_W6_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1764652124674355,2221698178653211,18182829139405350,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120247752659690393,PASTRY_TEST_W4_20_MINI-KIT_VALUE_18110764735959487,120247751720360393,PASTRY_W4_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1947244519285771,2900580376962228,18401451904091886,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120245549305940393,Instagram post: The Pastry Premium Body Wash  has...,120245549294630393,Instagram post: The Pastry Premium Body Wash  has...,120245549293410393,Instagram post: The Pastry Premium Body Wash  has...,CAMPAIGN_PAUSED,1437229525106020,1043316661542279,17929594761095845,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120245548932590393,Instagram post: We are turning 5 this year and we...,120245548921590393,Instagram post: We are turning 5 this year and we...,120245548921010393,Instagram post: We are turning 5 this year and we...,CAMPAIGN_PAUSED,1771671714201619,1338501304936209,18152857339474502,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120245549002900393,"Instagram post: She said it best ✨ Lightweight,...",120245548998560393,"Instagram post: She said it best ✨ Lightweight,...",120245548997690393,"Instagram post: She said it best ✨ Lightweight,...",CAMPAIGN_PAUSED,2054183895530318,1721080102247841,18327470974255215,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
P28,2026-07-12,2026-08-08,120245548842380393,Instagram post: A power ingredient combo that...,120245548840520393,Instagram post: A power ingredient combo that...,120245548839430393,Instagram post: A power ingredient combo that...,CAMPAIGN_PAUSED,1518404276410484,1718417109178336,18098153824905713,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-07-12..2026-08-08, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284964440393,W6__01__ANTI_PIGMENTATION_DEODORANT,120248284921000393,,120248284912210393,,ACTIVE,1256482663222241,1036536699259074,18108041942171730,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284961720393,W5__04__UNDERARM_INGREDIENTS,120248284920020393,,120248284912210393,,ACTIVE,4793039344293517,3132860496923753,17914465656446696,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284970840393,W6__05__CUSTOMER_ROUTINE_STORY,120248284921000393,,120248284912210393,,ACTIVE,27134465589563159,1911320126512802,18024217043691661,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284957700393,W5__01__DRY_BRUSHING_ROUTINE,120248284920020393,,120248284912210393,,ACTIVE,4657722504552164,2289193138563707,18115394272764116,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284952620393,W4__02__ROUGH_BUMP_ROUTINE,120248284918900393,,120248284912210393,,ACTIVE,2128451841880866,4002241086579018,18093283556539150,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284938000393,W2__04__INNER_THIGH_COMBINATIONS,120248284914700393,,120248284911800393,,ACTIVE,2504456496703261,1765130831287915,18168673036456579,,251.55,4547,3329,1.365876,55.32,93,2.045,2.7,78,0.839,9,0.115,4,0.444,1,0.25,0.0128,622.25,251.55,2.47,4143,315,1094,568,391,293,262,5,0.076,0.264,0.063,0.0224,1,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284944950393,W3__04__UNDERARM_ROUTINE,120248284917990393,,120248284911800393,,ACTIVE,1754580525794575,1211001868769387,17954894079204205,,64.73,868,795,1.091824,74.57,12,1.382,5.39,12,1.0,6,0.5,0,0.0,0,,0.0,0.0,,,820,99,116,82,61,31,25,7,0.121,0.141,0.03,0.0146,1,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284926410393,W1__03__BODY_PIGMENTATION_BY_AREA,120248284913190393,,120248284911800393,,ACTIVE,1048949520952779,1914320649954655,18186499423401828,,34.63,685,627,1.092504,50.55,8,1.168,4.33,6,0.75,1,0.167,0,0.0,0,,0.0,0.0,,,600,191,529,340,239,192,191,4,0.318,0.882,0.318,0.0133,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284963040393,W5__05__BIKINI_LINE_ROUTINE,120248284920020393,,120248284912210393,,ACTIVE,1649439496393735,1074202545192821,17946071493057906,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284955570393,W4__05__MINI_KIT_ROUTINE,120248284918900393,,120248284912210393,,ACTIVE,916650614844230,1381662176760033,17983114709878629,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284954150393,W4__03__HYALURONIC_HAND_CARE,120248284918900393,,120248284912210393,,ACTIVE,28740252398891731,1390143549233068,18103775783599432,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284960140393,W5__03__HAND_CARE_ROUTINE,120248284920020393,,120248284912210393,,ACTIVE,1062475416522925,1516950890188090,17943382473449613,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284958260393,W5__02__ANTI_PIGMENTATION_HAND_CARE,120248284920020393,,120248284912210393,,ACTIVE,4535558553351159,1083181767593032,18128696389679709,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284955030393,W4__04__EVENING_BODY_CARE_ADD_ON,120248284918900393,,120248284912210393,,ACTIVE,2622955271467210,1805359010599170,18052883933565498,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284949000393,W4__01__BODY_CARE_PAIRING,120248284918900393,,120248284912210393,,ACTIVE,1759622798395052,1593719419079376,17942244288301078,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284969850393,W6__04__NIACINAMIDE_BODY_MIST,120248284921000393,,120248284912210393,,ACTIVE,2029900707640980,1593896072410117,18387364795161272,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284968390393,W6__03__BRIGHTENING_BODY_CARE_RESET,120248284921000393,,120248284912210393,,ACTIVE,1535307781176899,1434837162027961,18107225423144345,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284966600393,W6__02__EVERYDAY_HAND_CARE,120248284921000393,,120248284912210393,,ACTIVE,897164369855291,2016963935621701,18350022016172587,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284944650393,W3__03__BODY_SPECIFIC_SERUM,120248284917990393,,120248284911800393,,ACTIVE,1760670345281405,1040029292069207,18101142794223347,,1353.33,22910,17389,1.3175,59.07,477,2.082,2.84,441,0.925,126,0.286,36,0.286,9,0.25,0.0204,8738.25,150.37,6.46,21572,4037,4149,2357,1557,1157,902,10,0.187,0.192,0.042,0.0221,21,6,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284922900393,W1__01__SALICYLIC_ACID_AND_VITAMIN_C,120248284913190393,,120248284911800393,,ACTIVE,2050311515844483,1794498635041481,18099052280209045,,102.09,2494,2316,1.076857,40.93,55,2.205,1.86,49,0.891,15,0.306,5,0.333,1,0.2,0.0204,1584.0,102.09,15.52,2357,267,354,214,151,111,97,7,0.113,0.15,0.041,0.0233,11,1,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284946200393,W3__05__FIVE_PRODUCT_GUIDE,120248284917990393,,120248284911800393,,ACTIVE,1738342593737521,1616827743571675,17901773928549544,,34.14,550,480,1.145833,62.07,14,2.545,2.44,15,1.071,7,0.467,2,0.286,0,0.0,0.0,0.0,,,467,67,63,47,34,28,18,10,0.143,0.135,0.039,0.03,2,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284939180393,W2__05__PASTRY_PREMIUM_FAQ,120248284914700393,,120248284911800393,,ACTIVE,1389786629919253,1937680153565157,17948069391039064,,80.52,1130,860,1.313953,71.26,27,2.389,2.98,24,0.889,6,0.25,3,0.5,0,0.0,0.0,0.0,,,1013,152,131,85,57,54,42,9,0.15,0.129,0.041,0.0267,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284941210393,W3__01__CHOOSE_BODY_WASH_BY_CONCERN,120248284917990393,,120248284911800393,,ACTIVE,795955873574185,947375435055153,17948706084037527,,238.98,5772,4685,1.232017,41.4,205,3.552,1.17,184,0.898,15,0.082,13,0.867,3,0.231,0.0163,1977.25,79.66,8.27,5291,1144,1579,1141,878,703,482,9,0.216,0.298,0.091,0.0387,7,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284936140393,W2__03__BODY_CARE_JOURNEY,120248284914700393,,120248284911800393,,ACTIVE,1036641345651931,1356857919885627,18409947541159460,,102.75,1767,1400,1.262143,58.15,31,1.754,3.31,32,1.032,2,0.062,2,1.0,1,0.5,0.0312,631.75,102.75,6.15,1582,173,134,55,45,27,21,7,0.109,0.085,0.013,0.0196,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284933230393,W2__02__ROUGH_BUMP_ROUTINE,120248284914700393,,120248284911800393,,ACTIVE,2101839031212801,1028459383291355,18480202000108225,,22.68,372,333,1.117117,60.97,11,2.957,2.06,10,0.909,3,0.3,3,1.0,0,0.0,0.0,0.0,,,334,40,35,15,6,3,2,6,0.12,0.105,0.006,0.0329,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284943530393,W3__02__BODY_ACNE_SOLUTION,120248284917990393,,120248284911800393,,ACTIVE,1673149103765536,1024884870346149,17894570910595157,,443.9,16940,14340,1.181311,26.2,261,1.541,1.7,201,0.77,33,0.164,17,0.515,4,0.235,0.0199,3605.75,110.97,8.12,16091,1710,4273,2935,2131,1735,1694,4,0.106,0.266,0.105,0.0162,6,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284932400393,W2__01__INNER_THIGH_ROUTINE,120248284914700393,,120248284911800393,,ACTIVE,1078726171766785,2555843638218482,18362479630212526,,1674.81,26703,14541,1.836394,62.72,547,2.048,3.06,463,0.846,155,0.335,61,0.394,21,0.344,0.0454,17962.75,79.75,10.73,24702,2599,3631,1990,1134,751,626,5,0.105,0.147,0.025,0.0221,22,4,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284929570393,W1__05__HAND_CREAMS_BY_NEED,120248284913190393,,120248284911800393,,ACTIVE,2000824997974370,1393923599331521,18109345202471107,,182.85,4950,4432,1.116877,36.94,115,2.323,1.59,93,0.809,19,0.204,8,0.421,3,0.375,0.0323,2025.75,60.95,11.08,4693,387,574,408,317,259,229,4,0.082,0.122,0.049,0.0245,2,2,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284928040393,W1__04__STRETCH_MARK_ROUTINE,120248284913190393,,120248284911800393,,ACTIVE,2137843480105917,1279828150741897,18117519449506692,,248.48,5441,4496,1.210187,45.67,229,4.209,1.09,203,0.886,18,0.089,5,0.278,1,0.2,0.0049,622.25,248.48,2.5,5100,712,583,403,314,241,180,12,0.14,0.114,0.035,0.0449,22,1,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120248284925050393,W1__02__UNDERARM_PIGMENTATION_AND_SWEAT,120248284913190393,,120248284911800393,,ACTIVE,1105133075290115,1376924207957298,18348472762247625,,1569.67,29398,22585,1.30166,53.39,560,1.905,2.8,526,0.939,101,0.192,34,0.337,9,0.265,0.0171,5847.5,174.41,3.73,27682,3084,4082,2927,2284,1393,1123,6,0.111,0.147,0.041,0.0202,22,2,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120247999503610393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__BODY_ACNE_SOLUTION,120247983150600393,,120247983147880393,,ACTIVE,1673149103765536,1024884870346149,17894570910595157,,1558.44,39377,21171,1.85995,39.58,968,2.458,1.61,816,0.843,187,0.229,96,0.513,23,0.24,0.0282,18092.25,67.76,11.61,36582,5261,11824,8623,6534,5348,5204,5,0.144,0.323,0.142,0.0265,23,2,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120247999500050393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__SALICYLIC_VITAMIN_C_EXACT,120247983149820393,,120247983147880393,,ACTIVE,2141198163103531,1716832676218332,18089893955557030,,1975.02,45031,32861,1.370348,43.86,929,2.063,2.13,820,0.883,169,0.206,88,0.521,24,0.273,0.0293,26641.75,82.29,13.49,42184,4427,6023,3252,2127,1576,1404,6,0.105,0.143,0.033,0.022,66,2,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120247999504000393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__DRY_BRUSHING_ROUTINE,120247983150600393,,120247983147880393,,ACTIVE,1583181246838108,1587207956355921,18007465448764457,,1910.07,31347,16317,1.921125,60.93,830,2.648,2.3,737,0.888,218,0.296,62,0.284,22,0.355,0.0299,21734.25,86.82,11.38,28645,4730,5540,3862,3097,2478,2124,9,0.165,0.193,0.074,0.029,32,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120247999503210393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__DARK_UNDERARM_INGREDIENTS,120247983150600393,,120247983147880393,,ACTIVE,28412527811717756,1065523956033626,18328649092285943,,3531.06,84438,44168,1.911746,41.82,1496,1.772,2.36,1276,0.853,366,0.287,131,0.358,33,0.252,0.0259,30974.25,107.0,8.77,79635,8847,21441,11497,8285,6195,5366,5,0.111,0.269,0.067,0.0188,28,5,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120247999502800393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__STRETCH_MARK_ROUTINE,120247983150600393,,120247983147880393,,ACTIVE,1583817143389284,885855224329058,18111724246804433,,928.3,13892,7532,1.844397,66.82,520,3.743,1.79,473,0.91,112,0.237,44,0.393,11,0.25,0.0233,11511.5,84.39,12.4,12801,1775,1431,1090,874,687,558,12,0.139,0.112,0.044,0.0406,37,2,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120247999501100393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__ANTI_PIGMENT_HAND_CREAM,120247983149820393,,120247983147880393,,ACTIVE,1542319103969645,999896326092090,17892363399551598,,5022.82,71420,47587,1.50083,70.33,2042,2.859,2.46,1757,0.86,254,0.145,124,0.488,36,0.29,0.0205,22617.0,139.52,4.5,67803,8227,8847,5256,3565,2666,2373,8,0.121,0.13,0.035,0.0301,41,20,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120247999502140393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__PREMIUM_BODY_EXACT,120247983149820393,,120247983147880393,,ACTIVE,996050220134487,1664964501661670,18072218867407431,,57.16,516,446,1.156951,110.78,11,2.132,5.2,10,0.909,0,0.0,0,,0,,0.0,0.0,,,463,56,57,24,12,10,10,7,0.121,0.123,0.022,0.0238,,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120239424374880393,DPA_Past_Purchasers,120239424374900393,,120239423593780393,,ACTIVE,1630677048061128,,18100256381023152,,24421.55,598800,116047,5.159978,40.78,13119,2.191,1.86,11834,0.902,3123,0.264,1419,0.454,389,0.274,0.0329,328215.0,62.78,13.44,0,0,0,0,0,0,0,,,,,,45,9,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120239423593790393,DPA_Cart_Abandoners,120239423593800393,,120239423593780393,,ACTIVE,2310973609402332,,18114435070781788,,18802.56,305885,67345,4.54206,61.47,6722,2.198,2.8,6230,0.927,2097,0.337,977,0.466,250,0.256,0.0401,220793.37,75.21,11.74,0,0,0,0,0,0,0,,,,,,59,5,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120239424374910393,DPA_Product_Viewers,120239424374890393,,120239423593780393,,ACTIVE,26206822805650383,,18110751434162734,,23595.29,497403,98982,5.025186,47.44,10936,2.199,2.16,9912,0.906,2719,0.274,1296,0.477,310,0.239,0.0313,257993.97,76.11,10.93,0,0,0,0,0,0,0,,,,,,64,6,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120247752560730393,PASTRY_TEST_W1_4_STRETCH-MARK_ROUTINE_18082188059569414,120247751713780393,,120247750787550393,,CAMPAIGN_PAUSED,2137843480105917,1279828150741897,18117519449506692,,1046.6,22756,15532,1.465104,45.99,853,3.748,1.23,746,0.875,112,0.15,43,0.384,10,0.233,0.0134,10061.5,104.66,9.61,21142,2949,2450,1828,1463,1139,895,10,0.139,0.116,0.042,0.0403,100,1,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120247752487940393,PASTRY_TEST_W1_01_CERT_CANARY_17980098578992167,120247751713780393,,120247750787550393,,CAMPAIGN_PAUSED,2050311515844483,1794498635041481,18099052280209045,,283.22,6543,5398,1.212116,43.29,135,2.063,2.1,114,0.844,32,0.281,9,0.281,2,0.222,0.0175,1385.0,141.61,4.89,5961,728,958,552,405,321,274,7,0.122,0.161,0.046,0.0226,23,1,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120247752558630393,PASTRY_TEST_W1_3_BODY_PIGMENTATION_BY_AREA_18097918024986477,120247751713780393,,120247750787550393,,CAMPAIGN_PAUSED,1048949520952779,1914320649954655,18186499423401828,,63.11,1608,1440,1.116667,39.25,42,2.612,1.5,40,0.952,3,0.075,1,0.333,1,1.0,0.025,622.25,63.11,9.86,1430,433,1288,813,576,448,432,4,0.303,0.901,0.302,0.0294,1,,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120239422736530393,The Pastry Premium Body,120239422623010393,,120239422422250393,,CAMPAIGN_PAUSED,2412338129276655,2092639671599573,17929594761095845,,11522.93,244783,62306,3.928723,47.07,3956,1.616,2.91,3401,0.86,928,0.273,384,0.414,113,0.294,0.0332,100878.25,101.97,8.75,210409,12593,14261,6144,3780,2645,2306,4,0.06,0.068,0.011,0.0188,27,14,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120239422623020393,The perfect gift for yourself ad,120239422623010393,,120239422422250393,,CAMPAIGN_PAUSED,2029084745161865,1718159162937839,18086327558629012,,16542.33,440955,114663,3.845661,37.51,5908,1.34,2.8,5153,0.872,1306,0.253,635,0.486,138,0.217,0.0268,111081.25,119.87,6.71,388315,30484,48310,26733,18698,12366,10576,5,0.079,0.124,0.027,0.0152,291,18,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L90,2026-06-08,2026-09-05,120247752556990393,PASTRY_TEST_W1_2_UNDERARM_PIGMENTATION_AND_SWEAT_18110742607583088,120247751713780393,,120247750787550393,,CAMPAIGN_PAUSED,1105133075290115,1376924207957298,18348472762247625,,19.24,269,235,1.144681,71.52,5,1.859,3.85,4,0.8,2,0.5,0,0.0,0,,0.0,0.0,,,241,37,45,36,28,17,12,11,0.154,0.187,0.05,0.0207,,1,,,"ads_get_ad_entities level=ad time_range 2026-06-08..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
