period,since,until,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,effective_status,creative_id,video_id,ig_media_id,conversion_domain,spend_zar,impressions,reach,frequency,cpm_zar,outbound_clicks,outbound_ctr_pct,cost_per_outbound_click_zar,landing_page_views,lpv_per_outbound_click,add_to_cart,atc_per_lpv,initiate_checkout,ic_per_atc,website_purchases,purchase_per_ic,purchase_per_lpv,purchase_value_zar,cpa_zar,attributed_roas,video_plays,thruplays,p25,p50,p75,p95,p100,avg_play_time_s,thruplay_per_play,p25_per_play,p100_per_play,outbound_click_per_play,saves,comments,reactions,ig_follows,source
L28,2026-08-09,2026-09-05,120247752659690393,PASTRY_TEST_W4_20_MINI-KIT_VALUE_18110764735959487,120247751720360393,PASTRY_W4_Broad_Creative_Test_5Ads,120247750787550393,PASTRY_TEST_Creative_Broad_20260805,PAUSED,1947244519285771,2900580376962228,18401451904091886,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120245549305940393,Instagram post: The Pastry Premium Body Wash  has...,120245549294630393,Instagram post: The Pastry Premium Body Wash  has...,120245549293410393,Instagram post: The Pastry Premium Body Wash  has...,CAMPAIGN_PAUSED,1437229525106020,1043316661542279,17929594761095845,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120245548932590393,Instagram post: We are turning 5 this year and we...,120245548921590393,Instagram post: We are turning 5 this year and we...,120245548921010393,Instagram post: We are turning 5 this year and we...,CAMPAIGN_PAUSED,1771671714201619,1338501304936209,18152857339474502,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120245549002900393,"Instagram post: She said it best ✨ Lightweight,...",120245548998560393,"Instagram post: She said it best ✨ Lightweight,...",120245548997690393,"Instagram post: She said it best ✨ Lightweight,...",CAMPAIGN_PAUSED,2054183895530318,1721080102247841,18327470974255215,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L28,2026-08-09,2026-09-05,120245548842380393,Instagram post: A power ingredient combo that...,120245548840520393,Instagram post: A power ingredient combo that...,120245548839430393,Instagram post: A power ingredient combo that...,CAMPAIGN_PAUSED,1518404276410484,1718417109178336,18098153824905713,,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-09..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284964440393,W6__01__ANTI_PIGMENTATION_DEODORANT,120248284921000393,PASTRY_W6_INTL_WORLDWIDE_SKINCARE_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,1256482663222241,1036536699259074,18108041942171730,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284961720393,W5__04__UNDERARM_INGREDIENTS,120248284920020393,PASTRY_W5_INTL_WORLDWIDE_SHOPPING_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,4793039344293517,3132860496923753,17914465656446696,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284970840393,W6__05__CUSTOMER_ROUTINE_STORY,120248284921000393,PASTRY_W6_INTL_WORLDWIDE_SKINCARE_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,27134465589563159,1911320126512802,18024217043691661,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284957700393,W5__01__DRY_BRUSHING_ROUTINE,120248284920020393,PASTRY_W5_INTL_WORLDWIDE_SHOPPING_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,4657722504552164,2289193138563707,18115394272764116,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284952620393,W4__02__ROUGH_BUMP_ROUTINE,120248284918900393,PASTRY_W4_INTL_WORLDWIDE_FULL_SIGNAL_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,2128451841880866,4002241086579018,18093283556539150,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284938000393,W2__04__INNER_THIGH_COMBINATIONS,120248284914700393,PASTRY_W2_ZA_SOCIAL30_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,2504456496703261,1765130831287915,18168673036456579,pastryskincare.co.za,216.87,3944,2976,1.325269,54.99,78,1.978,2.78,64,0.821,9,0.141,4,0.444,1,0.25,0.0156,622.25,216.87,2.87,3602,269,935,491,337,252,226,5,0.075,0.26,0.063,0.0217,1,,12,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284944950393,W3__04__UNDERARM_ROUTINE,120248284917990393,PASTRY_W3_ZA_SHOPPING_INTENT_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1754580525794575,1211001868769387,17954894079204205,pastryskincare.co.za,33.01,397,368,1.078804,83.15,4,1.008,8.25,4,1.0,4,1.0,0,0.0,0,,0.0,0.0,,,373,48,56,40,32,15,13,7,0.129,0.15,0.035,0.0107,1,,1,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284926410393,W1__03__BODY_PIGMENTATION_BY_AREA,120248284913190393,PASTRY_W1_ZA_FULL_SIGNAL_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1048949520952779,1914320649954655,18186499423401828,pastryskincare.co.za,12.24,284,262,1.083969,43.1,3,1.056,4.08,2,0.667,1,0.5,0,0.0,0,,0.0,0.0,,,247,72,208,125,85,72,72,3,0.291,0.842,0.291,0.0121,,,,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284963040393,W5__05__BIKINI_LINE_ROUTINE,120248284920020393,PASTRY_W5_INTL_WORLDWIDE_SHOPPING_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,1649439496393735,1074202545192821,17946071493057906,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284955570393,W4__05__MINI_KIT_ROUTINE,120248284918900393,PASTRY_W4_INTL_WORLDWIDE_FULL_SIGNAL_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,916650614844230,1381662176760033,17983114709878629,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284954150393,W4__03__HYALURONIC_HAND_CARE,120248284918900393,PASTRY_W4_INTL_WORLDWIDE_FULL_SIGNAL_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,28740252398891731,1390143549233068,18103775783599432,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284960140393,W5__03__HAND_CARE_ROUTINE,120248284920020393,PASTRY_W5_INTL_WORLDWIDE_SHOPPING_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,1062475416522925,1516950890188090,17943382473449613,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284958260393,W5__02__ANTI_PIGMENTATION_HAND_CARE,120248284920020393,PASTRY_W5_INTL_WORLDWIDE_SHOPPING_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,4535558553351159,1083181767593032,18128696389679709,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284955030393,W4__04__EVENING_BODY_CARE_ADD_ON,120248284918900393,PASTRY_W4_INTL_WORLDWIDE_FULL_SIGNAL_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,2622955271467210,1805359010599170,18052883933565498,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284949000393,W4__01__BODY_CARE_PAIRING,120248284918900393,PASTRY_W4_INTL_WORLDWIDE_FULL_SIGNAL_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,1759622798395052,1593719419079376,17942244288301078,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284969850393,W6__04__NIACINAMIDE_BODY_MIST,120248284921000393,PASTRY_W6_INTL_WORLDWIDE_SKINCARE_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,2029900707640980,1593896072410117,18387364795161272,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284968390393,W6__03__BRIGHTENING_BODY_CARE_RESET,120248284921000393,PASTRY_W6_INTL_WORLDWIDE_SKINCARE_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,1535307781176899,1434837162027961,18107225423144345,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284966600393,W6__02__EVERYDAY_HAND_CARE,120248284921000393,PASTRY_W6_INTL_WORLDWIDE_SKINCARE_INTENT_TEST,120248284912210393,PASTRY_TEST_REELS_INTL_W4_W6_WORLDWIDE_EXCL_ZA_ABO_20260828,ACTIVE,897164369855291,2016963935621701,18350022016172587,pastryskincare.co.za,0.0,0,0,,,0,,,0,,0,,0,,0,,,0.0,,,0,0,0,0,0,0,0,,,,,,,,,,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284944650393,W3__03__BODY_SPECIFIC_SERUM,120248284917990393,PASTRY_W3_ZA_SHOPPING_INTENT_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1760670345281405,1040029292069207,18101142794223347,pastryskincare.co.za,1271.74,21743,16681,1.303459,58.49,446,2.051,2.85,399,0.895,118,0.296,36,0.305,9,0.25,0.0226,8738.25,141.3,6.87,20477,3806,3909,2212,1449,1073,834,9,0.186,0.191,0.041,0.0218,20,6,93,5,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284922900393,W1__01__SALICYLIC_ACID_AND_VITAMIN_C,120248284913190393,PASTRY_W1_ZA_FULL_SIGNAL_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,2050311515844483,1794498635041481,18099052280209045,pastryskincare.co.za,50.33,1323,1229,1.076485,38.04,22,1.663,2.29,22,1.0,11,0.5,3,0.273,1,0.333,0.0455,1584.0,50.33,31.47,1262,151,201,119,81,62,55,7,0.12,0.159,0.044,0.0174,4,1,4,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284946200393,W3__05__FIVE_PRODUCT_GUIDE,120248284917990393,PASTRY_W3_ZA_SHOPPING_INTENT_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1738342593737521,1616827743571675,17901773928549544,pastryskincare.co.za,20.73,301,264,1.140152,68.87,7,2.326,2.96,8,1.143,2,0.25,1,0.5,0,0.0,0.0,0.0,,,247,32,30,23,18,17,11,9,0.13,0.121,0.045,0.0283,2,,1,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284939180393,W2__05__PASTRY_PREMIUM_FAQ,120248284914700393,PASTRY_W2_ZA_SOCIAL30_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1389786629919253,1937680153565157,17948069391039064,pastryskincare.co.za,60.49,865,669,1.292975,69.93,21,2.428,2.88,20,0.952,2,0.1,1,0.5,0,0.0,0.0,0.0,,,781,104,90,61,42,40,31,8,0.133,0.115,0.04,0.0269,,,7,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284941210393,W3__01__CHOOSE_BODY_WASH_BY_CONCERN,120248284917990393,PASTRY_W3_ZA_SHOPPING_INTENT_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,795955873574185,947375435055153,17948706084037527,pastryskincare.co.za,119.61,3057,2689,1.136854,39.13,99,3.238,1.21,85,0.859,10,0.118,3,0.3,1,0.333,0.0118,970.0,119.61,8.11,2846,612,828,609,487,393,246,9,0.215,0.291,0.086,0.0348,5,,7,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284936140393,W2__03__BODY_CARE_JOURNEY,120248284914700393,PASTRY_W2_ZA_SOCIAL30_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1036641345651931,1356857919885627,18409947541159460,pastryskincare.co.za,58.31,1084,898,1.207127,53.79,14,1.292,4.17,15,1.071,0,0.0,1,,0,0.0,0.0,0.0,,,978,89,75,27,21,10,7,5,0.091,0.077,0.007,0.0143,,,4,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284933230393,W2__02__ROUGH_BUMP_ROUTINE,120248284914700393,PASTRY_W2_ZA_SOCIAL30_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,2101839031212801,1028459383291355,18480202000108225,pastryskincare.co.za,12.94,205,181,1.132597,63.12,8,3.902,1.62,7,0.875,3,0.429,3,1.0,0,0.0,0.0,0.0,,,185,24,22,10,3,2,1,7,0.13,0.119,0.005,0.0432,,,1,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284943530393,W3__02__BODY_ACNE_SOLUTION,120248284917990393,PASTRY_W3_ZA_SHOPPING_INTENT_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1673149103765536,1024884870346149,17894570910595157,pastryskincare.co.za,297.69,12332,11105,1.110491,24.14,188,1.524,1.58,135,0.718,29,0.215,14,0.483,4,0.286,0.0296,3605.75,74.42,12.11,11722,1212,3045,2061,1512,1225,1195,4,0.103,0.26,0.102,0.016,5,,13,1,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284932400393,W2__01__INNER_THIGH_ROUTINE,120248284914700393,PASTRY_W2_ZA_SOCIAL30_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1078726171766785,2555843638218482,18362479630212526,pastryskincare.co.za,1393.62,21679,12689,1.708488,64.28,433,1.997,3.22,371,0.857,127,0.342,55,0.433,19,0.345,0.0512,16708.75,73.35,11.99,20133,2096,2918,1601,909,595,494,5,0.104,0.145,0.025,0.0215,18,4,107,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284929570393,W1__05__HAND_CREAMS_BY_NEED,120248284913190393,PASTRY_W1_ZA_FULL_SIGNAL_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,2000824997974370,1393923599331521,18109345202471107,pastryskincare.co.za,161.94,4706,4281,1.099276,34.41,103,2.189,1.57,81,0.786,19,0.235,8,0.421,3,0.375,0.037,2025.75,53.98,12.51,4460,356,521,372,294,238,212,4,0.08,0.117,0.048,0.0231,2,2,7,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284928040393,W1__04__STRETCH_MARK_ROUTINE,120248284913190393,PASTRY_W1_ZA_FULL_SIGNAL_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,2137843480105917,1279828150741897,18117519449506692,pastryskincare.co.za,200.85,4476,3778,1.184754,44.87,193,4.312,1.04,176,0.912,17,0.097,4,0.235,1,0.25,0.0057,622.25,200.85,3.1,4194,588,485,337,264,201,148,13,0.14,0.116,0.035,0.046,20,1,30,1,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120248284925050393,W1__02__UNDERARM_PIGMENTATION_AND_SWEAT,120248284913190393,PASTRY_W1_ZA_FULL_SIGNAL_TEST,120248284911800393,PASTRY_TEST_REELS_ZA_W1_W3_ABO_20260828,ACTIVE,1105133075290115,1376924207957298,18348472762247625,pastryskincare.co.za,1321.63,25222,19923,1.265974,52.4,478,1.895,2.76,446,0.933,90,0.202,32,0.356,7,0.219,0.0157,4975.25,188.8,3.76,23725,2583,3449,2452,1904,1164,939,5,0.109,0.145,0.04,0.0201,17,1,54,6,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120247999503610393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__BODY_ACNE_SOLUTION,120247983150600393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,1673149103765536,1024884870346149,17894570910595157,pastryskincare.co.za,172.7,3893,3243,1.200432,44.36,79,2.029,2.19,65,0.823,20,0.308,9,0.45,2,0.222,0.0308,1614.0,86.35,9.35,3579,423,991,699,536,433,420,5,0.118,0.277,0.117,0.0221,1,1,6,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120247999500050393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__SALICYLIC_VITAMIN_C_EXACT,120247983149820393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,2141198163103531,1716832676218332,18089893955557030,pastryskincare.co.za,469.89,10627,9362,1.135121,44.22,218,2.051,2.16,194,0.89,13,0.067,14,1.077,5,0.357,0.0258,3765.75,93.98,8.01,9953,986,1394,726,510,373,319,6,0.099,0.14,0.032,0.0219,23,,38,4,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120247999504000393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__DRY_BRUSHING_ROUTINE,120247983150600393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,1583181246838108,1587207956355921,18007465448764457,pastryskincare.co.za,342.09,5878,4724,1.244285,58.2,135,2.297,2.53,111,0.822,16,0.144,6,0.375,5,0.833,0.045,3501.25,68.42,10.23,5373,785,941,631,497,392,343,7,0.146,0.175,0.064,0.0251,6,,20,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120247999503210393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__DARK_UNDERARM_INGREDIENTS,120247983150600393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,28412527811717756,1065523956033626,18328649092285943,pastryskincare.co.za,1763.68,41832,30190,1.385624,42.16,680,1.626,2.59,579,0.851,178,0.307,64,0.36,10,0.156,0.0173,8123.25,176.37,4.61,39402,3940,9956,5154,3616,2677,2325,5,0.1,0.253,0.059,0.0173,18,3,118,2,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120247999502800393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION__STRETCH_MARK_ROUTINE,120247983150600393,PASTRY_A2_ZA_SOCIAL_SIGNALS_UNION,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,1583817143389284,885855224329058,18111724246804433,pastryskincare.co.za,170.02,2718,1946,1.396711,62.55,97,3.569,1.75,85,0.876,22,0.259,13,0.591,3,0.231,0.0353,3242.25,56.67,19.07,2495,313,250,184,148,114,91,9,0.125,0.1,0.036,0.0389,9,,19,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120247999501100393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__ANTI_PIGMENT_HAND_CREAM,120247983149820393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,1542319103969645,999896326092090,17892363399551598,pastryskincare.co.za,1968.2,31000,24650,1.257606,63.49,846,2.729,2.33,702,0.83,71,0.101,36,0.507,13,0.361,0.0185,9995.0,151.4,5.08,29338,3205,3452,2031,1328,993,880,7,0.109,0.118,0.03,0.0288,23,10,183,14,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
L7,2026-08-30,2026-09-05,120247999502140393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS__PREMIUM_BODY_EXACT,120247983149820393,PASTRY_A1_ZA_BROAD_NEW_EXCL_SIGNALS,120247983147880393,PASTRY_WINNERS_2AUD_APR_TO_DATE_20260814,ACTIVE,996050220134487,1664964501661670,18072218867407431,pastryskincare.co.za,7.34,62,57,1.087719,118.39,0,0.0,,0,,0,,0,,0,,,0.0,,,57,6,6,1,1,1,1,6,0.105,0.105,0.018,0.0,,,,0,"ads_get_ad_entities level=ad time_range 2026-08-30..2026-09-05, attribution per ad set (7d click/1d view), captured 2026-09-06 10:35 UTC"
