campaign_id,campaign,ad_group_id,ad_group,search_term,stv_status,matched_keyword,keyword_match_type,search_term_match_type,impressions,clicks,cost_zar,conversions_primary_mixed,conversions_value_primary_mixed,all_conversions,source
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,the body shop cape town,NONE,pastry skin care,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,the ordinary body wash,NONE,pastry skin care,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,the ordinary south africa,NONE,pastry skin care,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,tinted sunscreen,NONE,pastry skin care,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,tissue oil,NONE,pastry skin care,BROAD,BROAD,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,tissue oil spray,NONE,pastry skin care,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,vitamin c body wash,NONE,pastry skin care,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,what helps with stretch marks,NONE,pastry skin care,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry anti pigment hand cream,NONE,pastry skin care,BROAD,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry anti pigmentation roll on,NONE,pastry skin care,BROAD,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry bha body gel,NONE,pastry skin care,BROAD,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry bha gel,NONE,pastry skin care,BROAD,NEAR_PHRASE,3,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry clicks,NONE,pastry skin care,BROAD,NEAR_PHRASE,4,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry deodorant roll on,NONE,pastry skin care,BROAD,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry face mask,ADDED,pastry skin care,BROAD,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry niacinamide,NONE,pastry skin care,BROAD,NEAR_PHRASE,9,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry rosebank,NONE,pastry skin care,BROAD,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skin products,NONE,pastry skin care,BROAD,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry underarm,NONE,pastry skin care,BROAD,NEAR_PHRASE,3,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,skin pastry,NONE,pastry skin care,BROAD,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry beauty,NONE,pastry skin care,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skin care products,NONE,pastry skin care,EXACT,NEAR_EXACT,4,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare stores,NONE,pastry skincare,EXACT,NEAR_EXACT,8,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry pigmentation serum,NONE,pastry serum,EXACT,NEAR_EXACT,5,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare anti pigmentation deodorant,NONE,pastry skincare,BROAD,PHRASE,5,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare dischem price list,NONE,pastry skincare,BROAD,PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare hand cream,NONE,pastry skincare,BROAD,PHRASE,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare hyaluronic acid body lotion,NONE,pastry skincare,BROAD,PHRASE,7,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare mall of africa,ADDED,pastry skincare,BROAD,PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare owner,NONE,pastry skincare,BROAD,PHRASE,3,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare reviews south africa,NONE,pastry skincare,BROAD,PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare rosebank,NONE,pastry skincare,BROAD,PHRASE,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare salicylic acid body wash,NONE,pastry skincare,BROAD,PHRASE,4,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare sandton city,NONE,pastry skincare,BROAD,PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare shop,NONE,pastry skincare,BROAD,PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare store near me,NONE,pastry skincare,BROAD,PHRASE,3,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare woolworths south africa,NONE,pastry skincare,BROAD,PHRASE,6,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,anti pigmentation cream,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,best eye patches for dark circles,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,boba skin care,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,cleansing balm,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,evening moisturizer,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,exfoliating lip serum,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,eye patches,NONE,pastry skincare,BROAD,BROAD,4,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,glycolic acid,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,in shower lotion,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,korean skin care south africa,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,lip mask overnight,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,lush south africa,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,makeup stores south africa,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,milky toner,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,naturium body wash,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,necessaire deodorant,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,overnight hydrating lip mask,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry store,NONE,pastry skincare,BROAD,BROAD,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,retinol eye cream,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,salicylic acid cleanser,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,silki canal walk,NONE,pastry skincare,BROAD,BROAD,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,silki skincare,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,skin on tapp,NONE,pastry skincare,BROAD,BROAD,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,skin solutions umhlanga,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,skins,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,standardbeauty,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,the arc,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,the best cruelty free skincare,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,the best niacinamide serum for oily skin,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,the body shop,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,the body shop pretoria,NONE,pastry skincare,BROAD,BROAD,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,under eye patches,NONE,pastry skincare,BROAD,BROAD,6,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pantry skincare,NONE,pastry skincare,BROAD,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry bha gel,NONE,pastry skincare,BROAD,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry lotion price at clicks,NONE,pastry skincare,BROAD,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry menlyn,NONE,pastry skincare,BROAD,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry niacinamide,NONE,pastry skincare,BROAD,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry underarm,NONE,pastry skincare,BROAD,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,where to buy pastry products,NONE,pastry skincare products,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry oil,NONE,pastry body oil,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry hand lotion,NONE,pastry lotion,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pantry body lotion,NONE,pastry lotion,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare sunscreen,NONE,pastry sunscreen,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare reviews before and after,NONE,pastry skincare reviews,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pantry body lotion,NONE,pastry skin,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry anti pigment hand cream,NONE,pastry skin,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry anti pigment roll on,NONE,pastry skin,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry bha body gel,NONE,pastry skin,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry body mist,NONE,pastry skin,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry clicks,NONE,pastry skin,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry mall of africa,NONE,pastry skin,PHRASE,NEAR_PHRASE,16,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry niacinamide body lotion,NONE,pastry skin,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry online shop,NONE,pastry skin,PHRASE,NEAR_PHRASE,3,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry pigmentation serum,NONE,pastry skin,PHRASE,NEAR_PHRASE,7,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry products near me,NONE,pastry skin,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry sandton,NONE,pastry skin,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry shower gel,NONE,pastry skin,PHRASE,NEAR_PHRASE,3,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,where to buy pastry products,NONE,pastry skin,PHRASE,NEAR_PHRASE,5,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry anti pigment,NONE,pastry deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry anti pigmentation deodorant,NONE,pastry deodorant,EXACT,NEAR_EXACT,9,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare deodorant,NONE,pastry deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry anti pigmentation roll on,NONE,pastry roll on,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry deodorant roll on,NONE,pastry roll on,EXACT,NEAR_EXACT,10,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry roll on pigmentation,NONE,pastry roll on,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skin care roll on,NONE,pastry roll on,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare roll on,NONE,pastry roll on,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry underarm roll on,NONE,pastry roll on,EXACT,NEAR_EXACT,8,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pasty roll on,NONE,pastry roll on,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry body wash price,NONE,pastry body wash,PHRASE,PHRASE,3,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry niacinamide body wash,NONE,pastry body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry salicylic acid body wash,NONE,pastry body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare store,NONE,where to buy pastry skincare,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare store near me,NONE,where to buy pastry skincare,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,where can i buy pastry skincare,NONE,where to buy pastry skincare,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare stores,NONE,pastry skincare near me,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,where can i buy pastry skincare,NONE,pastry skincare near me,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,where to buy pastry skincare near me,NONE,pastry skincare near me,EXACT,NEAR_EXACT,6,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare shop,NONE,pastry skincare online,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,where to buy pastry skincare,ADDED,pastry skincare online,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare fourways mall,NONE,pastry skincare fourways,EXACT,NEAR_EXACT,8,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,anti pigmentation deodorant,ADDED,anti pigmentation deodorant,EXACT,EXACT,8,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,anti pigment deodorant,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,5,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,best deodorant for black underarms,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,brightening deodorant,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,deodorant for dark armpits,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,deodorant for dark spots,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,deodorant to reduce dark underarms,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,deodorant with brightening,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,hyperpigmentation deodorant,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/32_search_term_view_90d.json (2798 rows, uncapped)"
