campaign_id,category_label,impressions,clicks,conversions_primary_mixed,conversions_value_primary_mixed,source
23659113115,dove glycolic serum wash,91,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,driclor roll on,6,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,lelive reviews,43,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay hand cream,27,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,standard beauty clicks,175,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,sa smoothing cleanser,40,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,original skin care,32,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,ageing hands treatments,45,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,body butter clicks,85,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,oils,1,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,glow mist woolworths,51,1,0.971,15.99,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,dischem near me,46,1,1,16.51,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,pixi face products,1,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,what causes back acne,55,1,2,32.82,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,arc gift sets,6,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the ordinary mini icons set,31,1,4,65.59,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,olay body products,67,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,bikini line products,4,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,popsicle body care,26,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,perfumes,1,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,medix vitamin c lotion,47,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,mini gift sets,3,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,vaseline hand lotion,25,1,1,16.46,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,salicylic acid toner clicks,24,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,medicube exfoliating pads,56,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the ordinary box set,7,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,bodylab products,67,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la mer,28,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,advanced clinicals south africa,20,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,dermadoctor total nonscents,12,1,1,16.45,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,a skincare affair,55,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,glycolic acid moisturizer,30,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,advanced clinicals,163,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,in shower moisturiser,59,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the ordinary skincare,95,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,panoxyl clicks,95,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay lipikar balm ap m 400ml,5,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,sa cerave cleanser,108,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,lass skincare joining kit,1,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,cerave blemish control cleanser woolworths,89,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay body wash,193,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,luxury hand cream,59,1,1,16.52,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,palmers tahitian body butter,23,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,luminous anti dark marks,2,1,1,16.33,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,inner thighs cream,18,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,woolworths near me,8,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,laneige skin care,177,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay clicks,229,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,hyaluronic acid pills,2,1,4,66.04,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,brightening cream,88,1,1,16.5,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,thai skincare products,2,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,bio oil 200ml,53,1,7,115.26,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,woolworths exfoliator,84,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,hyaluronic cream,114,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,teen skincare sets,9,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay anti pimple system,77,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,pink cosmetics,48,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,due care,110,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,dr rs skincare reviews,1,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay body lotion,273,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,pastry skin roll on,4,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay urea cream,81,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,l occitane south africa,85,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the arc sale,17,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,tissue oil clicks,89,1,4,65.07,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,fundamentals,58,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the ordinary face serum,69,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,kehl skin care,3,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,back acne products,31,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,south african makeup brands,223,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the body shop online,28,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,bio oil lotion,92,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,full body whitening products,5,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,melanin inhibitor products,2,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,texture skin products,54,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,bio aesthetic skin care,4,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,masodi organics,47,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,vichy roll on,148,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,skincare brands,76,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,keratosis pilaris,107,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the body shop face cream,2,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,hydration serum for face,90,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,dischem specials,107,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,ancient cosmetics,10,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,clinique face care,1,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,how to remove kiwi between thighs,2,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,chanel body care,26,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the ordinary vitamin c,29,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,justine products,18,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the ordinary body lotion,85,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay effaclar,219,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,how to remove keratosis pilaris,188,1,1,16.34,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,body care skin care,5,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,how to lighten skin naturally,34,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,pantry roll on,18,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,body wash prices,10,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,skin functional clicks,27,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay 10 urea lotion,29,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,is clinical,2,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,brightening body care,12,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,eucerin even pigment perfector body cream,252,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,vi peel,2,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the ordinary cream,3,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the body shop serum,2,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,lelive sos,215,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the ordinary acne set,31,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,standard beauty co za,104,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,hyperpigmentation on body,95,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay body spray,12,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,standard beauty products,372,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,niacinamide creams,65,1,2,33.05,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche lipikar baume ap m,124,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,buy nida skincare,40,1,1,16.27,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,mixsoon products,17,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,biodance toner pads,30,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,affordable skin care,91,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,hibiclens,44,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,faded soap bar,27,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,garnier even roll on,3,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,gatineau aha body lotion reviews,12,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,hugs body lotion lush,91,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay moisturizer,250,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,lighten underarms,62,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,deodorant serum,43,1,0.5,8.23,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,african extracts rooibos,63,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,how to treat cystic acne,15,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,on tap body wash,18,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,body pimples,11,1,0.981,15.92,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,woolworths toner,162,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,eunoia skincare wholesalers,2,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,medicure products,7,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,l occitane hand cream price,10,1,1,16.15,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay glycolic b5 serum,11,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,my skin rules,44,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,nyx body care,12,1,2,32.38,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,eucerin 48h anti perspirant roll on,10,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,axis y,190,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,glycolic roll on,48,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,amazon com,5,1,1.0,16.42,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,pastry deodorant roll on,30,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,firming lotion,118,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,best body sets,49,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the ordinary azelaic acid suspension 10,33,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,white label cosmetics,20,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,collagen products,2,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,how to lighten dark hands,14,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,pre shave scrub,6,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,kylie cosmetics,42,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,removing skin dark spots,35,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,palmers,602,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay cicaplast,105,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,neila beauty store reviews,4,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,dirty works,4,1,1,16.26,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,turmeric scrub,78,1,1,16.53,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,cosrx alpha arbutin 2 discoloration care,16,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the ordinary cleanser,120,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,brightening body oil,137,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,koji white,5,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,bakuchiol woolworths,25,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the bright set,1,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,ceramides,29,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,brightening roll on,15,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,niacinamide body lotion benefits,40,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,face pads,4,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,l occitane almond shower oil,57,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,face serum clicks,112,1,3,49.66,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,clinique mini kit,1,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,hyaluronic acid for stretch marks,88,1,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,skin products,69,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche 3 step kit,93,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,luxurious body oils,11,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,palmers shower oil,375,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,clarins,48,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay vitamin c serum,9,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,luxury body products,10,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,l occitane body oil,96,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,vanilla body oil,93,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,pigmentation hand cream,28,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay near me,4,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,k beauty skincare,16,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,aveeno body oil clicks,28,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,can glycolic acid remove stretch marks,40,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,clear skin products,71,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,safe skin lightening products,22,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,jo malone hand cream,29,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,sorbet products,69,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay effaclar micro peeling purifying gel,22,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,cerave products,149,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,mzuri soap,90,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,one day only,11,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,l oreal glycolic bright,82,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,las skincare,29,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,retinol hand cream clicks,112,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,the ordinary winter skin set,187,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche b3,81,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,dermafix products,13,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,l occitane supple skin oil,49,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,pastry underarm roll on,69,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,pure skin cosmetics,38,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,niacinamide face wash clicks,66,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,l occitane shower oil,419,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,gmaeum reviews,16,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,beauty products,31,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay specials,22,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,palmers products,83,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,la roche posay starter kit,154,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,silki skincare products,91,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,breakout treatment products,5,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,body acne pills,15,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,bioderma sensitive areas,9,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,body products,23,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,natural body oil,35,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,pastry hyperpigmentation roll on,3,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,back pimples,28,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,kojic acid soap clicks,206,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
23659113115,sorbet body products,71,0,0,0,raw/33_csti_pastry_pmax_90d.json (508 rows)
