campaign_id,campaign,ad_group_id,ad_group,search_term,stv_status,matched_keyword,keyword_match_type,search_term_match_type,impressions,clicks,cost_zar,conversions,conversions_value,all_conversions,source
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare hyaluronic acid body lotion,NONE,pastry skincare,BROAD,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare price,NONE,pastry skincare,BROAD,PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare reviews south africa,NONE,pastry skincare,BROAD,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare rosebank,NONE,pastry skincare,BROAD,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare salicylic acid body wash,NONE,pastry skincare,BROAD,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare sandton city,NONE,pastry skincare,BROAD,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare shop,NONE,pastry skincare,BROAD,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare shop near me,NONE,pastry skincare,BROAD,PHRASE,7,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare store near me,NONE,pastry skincare,BROAD,PHRASE,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare woolworths south africa,NONE,pastry skincare,BROAD,PHRASE,4,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry online shop,NONE,pastry skincare,BROAD,BROAD,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry beauty,NONE,pastry skincare products,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,where to buy pastry products,NONE,pastry skincare products,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry oil,NONE,pastry body oil,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry hand lotion,NONE,pastry lotion,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pantry body lotion,NONE,pastry lotion,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare sunscreen,NONE,pastry sunscreen,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pantry body lotion,NONE,pastry skin,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry anti pigment hand cream,NONE,pastry skin,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry anti pigment roll on,NONE,pastry skin,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry bha body gel,NONE,pastry skin,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry body mist,NONE,pastry skin,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry clicks,NONE,pastry skin,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry mall of africa,NONE,pastry skin,PHRASE,NEAR_PHRASE,16,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry niacinamide body lotion,NONE,pastry skin,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry online shop,NONE,pastry skin,PHRASE,NEAR_PHRASE,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry pigmentation serum,NONE,pastry skin,PHRASE,NEAR_PHRASE,7,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry products near me,NONE,pastry skin,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry sandton,NONE,pastry skin,PHRASE,NEAR_PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry shower gel,NONE,pastry skin,PHRASE,NEAR_PHRASE,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,where to buy pastry products,NONE,pastry skin,PHRASE,NEAR_PHRASE,5,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry deodorant roll on,NONE,pastry deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry deodorant roll on,NONE,pastry roll on,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skin care roll on,NONE,pastry roll on,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skin roll on,NONE,pastry roll on,EXACT,NEAR_EXACT,5,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare roll on,NONE,pastry roll on,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry underarm roll on,NONE,pastry roll on,EXACT,NEAR_EXACT,4,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry body wash price,NONE,pastry body wash,PHRASE,PHRASE,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry niacinamide body wash,NONE,pastry body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry salicylic acid body wash,NONE,pastry body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,where to buy pastry skincare,ADDED,where to buy pastry skincare,EXACT,EXACT,11,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare store,NONE,where to buy pastry skincare,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,where can i buy pastry skincare,NONE,where to buy pastry skincare,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare store near me,NONE,pastry skincare near me,EXACT,NEAR_EXACT,19,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare stores,NONE,pastry skincare near me,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,where can i buy pastry skincare,NONE,pastry skincare near me,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,where to buy pastry skincare near me,NONE,pastry skincare near me,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare shop,NONE,pastry skincare online,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
23660059123,Pastry_Brand_Search,195867018204,Ad group 1,pastry skincare fourways mall,NONE,pastry skincare fourways,EXACT,NEAR_EXACT,5,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,anti pigmentation deodorant,ADDED,anti pigmentation deodorant,EXACT,EXACT,8,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,anti pigment deodorant,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,5,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,best deodorant for black underarms,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,brightening deodorant,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,deodorant for dark armpits,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,deodorant for dark spots,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,deodorant to reduce dark underarms,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,deodorant with brightening,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,hyperpigmentation deodorant,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,lightening deodorant,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,pigmentation deodorant,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,roll on for dark underarms,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,roll on that helps with dark underarms,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,skin brightening deodorant,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,underarm roll for pigmentation,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,which deodorant is best for dark underarms,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132486,Product | Anti-Pigment Deodorant,which roll on is best for dark underarms,NONE,anti pigmentation deodorant,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132526,Product | Anti-Pigment Hand Cream,anti pigment hand cream spf 30,NONE,anti pigment hand cream,PHRASE,PHRASE,5,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132726,Product | BHA Body Gel,bha body,NONE,bha body gel,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132726,Product | BHA Body Gel,bha gel,NONE,bha body gel,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132766,Product | Barrier Repair Serum,barrier protecting serum,NONE,barrier repair serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132766,Product | Barrier Repair Serum,barrier serum,NONE,barrier repair serum,EXACT,NEAR_EXACT,10,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132766,Product | Barrier Repair Serum,barrier strengthening serum,NONE,barrier repair serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132766,Product | Barrier Repair Serum,barrier support serum,NONE,barrier repair serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132766,Product | Barrier Repair Serum,serum for skin barrier repair,NONE,barrier repair serum,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132766,Product | Barrier Repair Serum,skin barrier repair serum,NONE,barrier repair serum,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132766,Product | Barrier Repair Serum,skin barrier serum,NONE,barrier repair serum,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,body glycolic acid,NONE,glycolic body wash,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid body,NONE,glycolic body wash,EXACT,NEAR_EXACT,5,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid body products,NONE,glycolic body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid for body,NONE,glycolic body wash,EXACT,NEAR_EXACT,7,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic body,NONE,glycolic body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic serum body wash,NONE,glycolic body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,10 glycolic acid body wash,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,body glycolic acid,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,body wash glycolic acid,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,body wash with glycolic acid,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,14,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid body,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid body scrub,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid body soap,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid body wash 10,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid body wash near me,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid body washes,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid for body,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid for the body,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid wash,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,4,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid wash for body,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,4,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic body scrub,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,the smoother glycolic acid body wash,NONE,glycolic acid body wash,EXACT,NEAR_EXACT,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,best glycolic acid body wash,ADDED,best glycolic acid body wash,EXACT,EXACT,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid shower gel,ADDED,glycolic acid shower gel,EXACT,EXACT,12,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,pastry glycolic body wash,NONE,glycolic acid body wash,PHRASE,NEAR_PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,10 glycolic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,body lab glycolic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,3,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,bodylab glycolic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid and lactic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,2,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid and salicylic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid body wash benefits,NONE,glycolic body wash,PHRASE,PHRASE,4,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid body wash clicks,NONE,glycolic body wash,PHRASE,PHRASE,5,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid body wash dischem,NONE,glycolic body wash,PHRASE,PHRASE,16,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glycolic acid salicylic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,glytone glycolic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
24142894204,Pastry | Search | Product High Intent | 2026-08-14,197968132966,Product | Glycolic Body Wash,inkey lab glycolic acid body wash,NONE,glycolic body wash,PHRASE,PHRASE,1,0,0.0,0,0,0,"raw/40_search_term_view_28d_enabled.json (552 rows, uncapped)"
